"";"exercicio";"instituicao";"cod_ibge";"uf";"anexo";"rotulo";"coluna";"cod_conta";"conta";"valor";"populacao";"cod_interno"
"276";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"18 - Gestão Ambiental";3470994317;8569324;"18"
"277";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"18.541 - Preservação e Conservação Ambiental";556903886,04;8569324;"18.541"
"278";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"18.542 - Controle Ambiental";47820820,43;8569324;"18.542"
"279";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"18.543 - Recuperação de Áreas Degradadas";1871403,26;8569324;"18.543"
"280";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"18.544 - Recursos Hídricos";1430235031,78;8569324;"18.544"
"281";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"18.122 - Administração Geral";1264252262,61;8569324;"18.122"
"282";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"FU18 - Demais Subfunções";169910912,88;8569324;"FU18"
"283";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"19 - Ciência e Tecnologia";6194519005,55;8569324;"19"
"284";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"19.571 - Desenvolvimento Científico";1962520975,31;8569324;"19.571"
"285";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"19.572 - Desenvolvimento Tecnológico e Engenharia";1784115462,9;8569324;"19.572"
"286";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"19.573 - Difusão do Conhecimento Científico e Tecnológico";17473778,29;8569324;"19.573"
"287";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"19.122 - Administração Geral";1948869320,66;8569324;"19.122"
"288";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"FU19 - Demais Subfunções";481539468,39;8569324;"FU19"
"289";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"20 - Agricultura";15151600469,16;8569324;"20"
"290";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"20.605 - Abastecimento";3549527210,81;8569324;"20.605"
"291";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"20.606 - Extensão Rural";1650977,56;8569324;"20.606"
"292";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"20.607 - Irrigação";72920109,8;8569324;"20.607"
"293";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"20.608 - Promoção da Produção Agropecuária";6042101188,77;8569324;"20.608"
"294";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"20.609 - Defesa Agropecuária";15656885,61;8569324;"20.609"
"295";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"20.122 - Administração Geral";4749658899,16;8569324;"20.122"
"296";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"FU20 - Demais Subfunções";720085197,45;8569324;"FU20"
"297";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"21 - Organização Agrária";1571394663,2;8569324;"21"
"298";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"21.631 - Reforma Agrária";487987979,59;8569324;"21.631"
"299";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"21.122 - Administração Geral";750171175;8569324;"21.122"
"300";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"FU21 - Demais Subfunções";333235508,61;8569324;"FU21"
"301";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"22 - Indústria";1917492646,18;8569324;"22"
"302";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"22.661 - Promoção Industrial";7429381,54;8569324;"22.661"
"303";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"22.663 - Mineração";18352233,33;8569324;"22.663"
"304";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"22.665 - Normalização e Qualidade";9661108,77;8569324;"22.665"
"305";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"22.122 - Administração Geral";1397846202,87;8569324;"22.122"
"306";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"FU22 - Demais Subfunções";484203719,67;8569324;"FU22"
"307";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"23 - Comércio e Serviços";2645477596,04;8569324;"23"
"308";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"23.691 - Promoção Comercial";21642791,77;8569324;"23.691"
"309";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"23.693 - Comércio Exterior";2207648457,36;8569324;"23.693"
"310";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"23.695 - Turismo";311133194,93;8569324;"23.695"
"311";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"23.122 - Administração Geral";99974277,91;8569324;"23.122"
"312";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"FU23 - Demais Subfunções";5078874,07;8569324;"FU23"
"313";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"24 - Comunicações";1089032375,7;8569324;"24"
"314";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"24.722 - Telecomunicações";79276944,57;8569324;"24.722"
"315";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"24.122 - Administração Geral";743506212,6;8569324;"24.122"
"316";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"FU24 - Demais Subfunções";266249218,53;8569324;"FU24"
"317";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"25 - Energia";1753068765,99;8569324;"25"
"318";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"25.752 - Energia Elétrica";906581086,23;8569324;"25.752"
"319";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"25.753 - Combustíveis Minerais";103131904,65;8569324;"25.753"
"320";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"25.754 - Biocombustíveis";11712120,35;8569324;"25.754"
"321";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"25.122 - Administração Geral";617078020,29;8569324;"25.122"
"322";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"FU25 - Demais Subfunções";114565634,47;8569324;"FU25"
"323";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"26 - Transporte";11352883065,72;8569324;"26"
"324";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"26.781 - Transporte Aéreo";32752530,01;8569324;"26.781"
"325";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"26.782 - Transporte Rodoviário";4918014791,24;8569324;"26.782"
"326";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"26.783 - Transporte Ferroviário";353729634,93;8569324;"26.783"
"327";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"26.784 - Transporte Hidroviário";146442833,82;8569324;"26.784"
"328";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"26.122 - Administração Geral";2040800836,95;8569324;"26.122"
"329";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"FU26 - Demais Subfunções";3861142438,77;8569324;"FU26"
"330";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"27 - Desporto e Lazer";286861651,28;8569324;"27"
"331";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"27.811 - Desporto de Rendimento";83440961,3;8569324;"27.811"
"332";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"27.812 - Desporto Comunitário";84309952,74;8569324;"27.812"
"333";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"27.122 - Administração Geral";110766437,28;8569324;"27.122"
"334";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"FU27 - Demais Subfunções";8344299,96;8569324;"FU27"
"335";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"28 - Encargos Especiais";1398475554440,63;8569324;"28"
"336";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"28.841 - Refinanciamento da Dívida Interna";443069948271,2;8569324;"28.841"
"337";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"28.842 - Refinanciamento da Dívida Externa";553040327,63;8569324;"28.842"
"338";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"28.843 - Serviço da Dívida Interna";529134144543,72;8569324;"28.843"
"339";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"28.844 - Serviço da Dívida Externa";11201829981,93;8569324;"28.844"
"340";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"28.845 - Outras Transferências";208371399291,2;8569324;"28.845"
"341";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"28.846 - Outros Encargos Especiais";157385567646,23;8569324;"28.846"
"342";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"28.847 - Transferências para a Educação Básica";48753381070,58;8569324;"28.847"
"343";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"FU28 - Demais Subfunções";6243308,14;8569324;"FU28"
"344";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Liquidadas";"TotalDespesas";"Despesas Intraorçamentárias";37304535485,63;8569324;"TotalDespesas"
"345";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"Despesas Exceto Intraorçamentárias";2583608285747,99;8569324;"TotalDespesas"
"346";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"01 - Legislativa";6358841286,11;8569324;"01"
"347";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"01.031 - Ação Legislativa";773832589,54;8569324;"01.031"
"348";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"01.032 - Controle Externo";157822954,07;8569324;"01.032"
"349";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"01.122 - Administração Geral";4653275996,65;8569324;"01.122"
"350";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"FU01 - Demais Subfunções";773909745,85;8569324;"FU01"
"351";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"02 - Judiciária";31037352964,68;8569324;"02"
"352";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"02.061 - Ação Judiciária";2698586947,52;8569324;"02.061"
"353";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"02.122 - Administração Geral";25667522483,28;8569324;"02.122"
"354";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"FU02 - Demais Subfunções";2671243533,88;8569324;"FU02"
"355";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"03 - Essencial à Justiça";6009344698,31;8569324;"03"
"356";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"03.092 - Representação Judicial e Extrajudicial";345536719,14;8569324;"03.092"
"357";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"03.122 - Administração Geral";4272047627,29;8569324;"03.122"
"358";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"FU03 - Demais Subfunções";1391760351,88;8569324;"FU03"
"359";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"04 - Administração";24520467001,12;8569324;"04"
"360";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"04.121 - Planejamento e Orçamento";296637532,76;8569324;"04.121"
"361";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"04.122 - Administração Geral";19101322662,35;8569324;"04.122"
"362";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"04.123 - Administração Financeira";26604634,46;8569324;"04.123"
"363";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"04.124 - Controle Interno";65877452,49;8569324;"04.124"
"364";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"04.125 - Normatização e Fiscalização";92555740,74;8569324;"04.125"
"365";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"04.126 - Tecnologia da Informação";1683781302,86;8569324;"04.126"
"366";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"04.127 - Ordenamento Territorial";42030228,56;8569324;"04.127"
"367";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"04.128 - Formação de Recursos Humanos";9785139,21;8569324;"04.128"
"368";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"04.129 - Administração de Receitas";292785703,28;8569324;"04.129"
"369";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"04.131 - Comunicação Social";176074641,06;8569324;"04.131"
"370";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"FU04 - Demais Subfunções";2733011963,35;8569324;"FU04"
"371";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"05 - Defesa Nacional";66952888483,96;8569324;"05"
"372";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"05.151 - Defesa Área";4175887668,22;8569324;"05.151"
"373";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"05.152 - Defesa Naval";4918442292,83;8569324;"05.152"
"374";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"05.153 - Defesa Terrestre";1483370534,71;8569324;"05.153"
"375";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"05.122 - Administração Geral";49461577768,3;8569324;"05.122"
"376";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"FU05 - Demais Subfunções";6913610219,9;8569324;"FU05"
"377";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"06 - Segurança Pública";7743881266,36;8569324;"06"
"378";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"06.181 - Policiamento";949154376,89;8569324;"06.181"
"379";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"06.182 - Defesa Civil";710217482,16;8569324;"06.182"
"380";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"06.183 - Informação e Inteligência";65883750,12;8569324;"06.183"
"381";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"06.122 - Administração Geral";5721301115,21;8569324;"06.122"
"382";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"FU06 - Demais Subfunções";297324541,98;8569324;"FU06"
"383";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"07 - Relações Exteriores";2976165531,2;8569324;"07"
"384";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"07.211 - Relações Diplomáticas";855673921,6;8569324;"07.211"
"385";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"07.212 - Cooperação Internacional";27071372,45;8569324;"07.212"
"386";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"07.122 - Administração Geral";1434678524,74;8569324;"07.122"
"387";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"FU07 - Demais Subfunções";658741712,41;8569324;"FU07"
"388";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"08 - Assistência Social";85879728794,2;8569324;"08"
"389";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"08.241 - Assistência ao Idoso";23041322633,9;8569324;"08.241"
"390";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"08.242 - Assistência ao Portador de Deficiência";30074695342,42;8569324;"08.242"
"391";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"08.243 - Assistência à Criança e ao Adolescente";214590978,18;8569324;"08.243"
"392";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"08.244 - Assistência Comunitária";31642501702,92;8569324;"08.244"
"393";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"08.122 - Administração Geral";198415424,04;8569324;"08.122"
"394";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"FU08 - Demais Subfunções";708202712,74;8569324;"FU08"
"395";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"09 - Previdência Social";641949448406,09;8569324;"09"
"396";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"09.271 - Previdência Básica";540489539809,48;8569324;"09.271"
"397";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"09.272 - Previdência do Regime Estatutário";94566878888,41;8569324;"09.272"
"398";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"09.273 - Previdência Complementar";801683,99;8569324;"09.273"
"399";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"09.274 - Previdência Especial";130746350,71;8569324;"09.274"
"400";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"09.122 - Administração Geral";4498514694,42;8569324;"09.122"
"401";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"FU09 - Demais Subfunções";2262966979,08;8569324;"FU09"
"402";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"10 - Saúde";106404312407,82;8569324;"10"
"403";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"10.301 - Atenção Básica";20068885718,63;8569324;"10.301"
"404";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"10.302 - Assistência Hospitalar e Ambulatorial";50224770703,97;8569324;"10.302"
"405";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"10.303 - Suporte Profilático e Terapêutico";11161793904,31;8569324;"10.303"
"406";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"10.304 - Vigilância Sanitária";313791596,88;8569324;"10.304"
"407";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"10.305 - Vigilância Epidemiológica";5217577289,09;8569324;"10.305"
"408";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"10.306 - Alimentação e Nutrição";26097611,86;8569324;"10.306"
"409";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"10.122 - Administração Geral";14416726943,08;8569324;"10.122"
"410";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"FU10 - Demais Subfunções";4974668640;8569324;"FU10"
"411";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"11 - Trabalho";70276542883,66;8569324;"11"
"412";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"11.331 - Proteção e Benefícios ao Trabalhador";52639781226,26;8569324;"11.331"
"413";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"11.332 - Relações de Trabalho";1265033,98;8569324;"11.332"
"414";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"11.333 - Empregabilidade";18372586,66;8569324;"11.333"
"415";2018;"Governo Federal";1;"BR";"DCA-Anexo I-E";"Total Geral da Despesa por Função";"Despesas Pagas";"TotalDespesas";"11.334 - Fomento ao Trabalho";17220070634,21;8569324;"11.334"
