"";"exercicio";"demonstrativo";"periodo";"periodicidade";"instituicao";"cod_ibge";"uf";"populacao";"anexo";"rotulo";"coluna";"cod_conta";"conta";"valor"
"280";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO INICIAL";"OutrasReceitasDeCapital";"OUTRAS RECEITAS DE CAPITAL";329561736035
"281";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO ATUALIZADA (a)";"OutrasReceitasDeCapital";"OUTRAS RECEITAS DE CAPITAL";329561736035
"282";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"No Bimestre (b)";"OutrasReceitasDeCapital";"OUTRAS RECEITAS DE CAPITAL";14801550303,43
"283";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"% (b/a)";"OutrasReceitasDeCapital";"OUTRAS RECEITAS DE CAPITAL";4,49
"284";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"Até o Bimestre (c)";"OutrasReceitasDeCapital";"OUTRAS RECEITAS DE CAPITAL";14801550303
"285";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"% (c/a)";"OutrasReceitasDeCapital";"OUTRAS RECEITAS DE CAPITAL";4,49
"286";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"SALDO (a-c)";"OutrasReceitasDeCapital";"OUTRAS RECEITAS DE CAPITAL";314760185732
"287";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO INICIAL";"ResultadoDoBancoCentralDoBrasilOutrasReceitasDeCapital";"Resultado do Banco Central";215022839244
"288";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO ATUALIZADA (a)";"ResultadoDoBancoCentralDoBrasilOutrasReceitasDeCapital";"Resultado do Banco Central";215022839244
"289";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"SALDO (a-c)";"ResultadoDoBancoCentralDoBrasilOutrasReceitasDeCapital";"Resultado do Banco Central";215022839244
"290";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO INICIAL";"RemuneracaoDasDisponibilidadesDoTesouroOutrasReceitasDeCapital";"Remuneração das Disponibilidades do Tesouro";114535647244
"291";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO ATUALIZADA (a)";"RemuneracaoDasDisponibilidadesDoTesouroOutrasReceitasDeCapital";"Remuneração das Disponibilidades do Tesouro";114535647244
"292";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"No Bimestre (b)";"RemuneracaoDasDisponibilidadesDoTesouroOutrasReceitasDeCapital";"Remuneração das Disponibilidades do Tesouro";14801550303,43
"293";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"% (b/a)";"RemuneracaoDasDisponibilidadesDoTesouroOutrasReceitasDeCapital";"Remuneração das Disponibilidades do Tesouro";12,92
"294";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"Até o Bimestre (c)";"RemuneracaoDasDisponibilidadesDoTesouroOutrasReceitasDeCapital";"Remuneração das Disponibilidades do Tesouro";14801550303
"295";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"% (c/a)";"RemuneracaoDasDisponibilidadesDoTesouroOutrasReceitasDeCapital";"Remuneração das Disponibilidades do Tesouro";12,92
"296";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"SALDO (a-c)";"RemuneracaoDasDisponibilidadesDoTesouroOutrasReceitasDeCapital";"Remuneração das Disponibilidades do Tesouro";99734096941
"297";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO INICIAL";"ResgateDeTitulosDoTesouro";"Resgate de Títulos do Tesouro";3249547
"298";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO ATUALIZADA (a)";"ResgateDeTitulosDoTesouro";"Resgate de Títulos do Tesouro";3249547
"299";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"SALDO (a-c)";"ResgateDeTitulosDoTesouro";"Resgate de Títulos do Tesouro";3249547
"300";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO INICIAL";"ReceitasIntraOrcamentariasTotal";"RECEITAS (INTRA-ORÇAMENTÁRIAS) (II)";37576969337
"301";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO ATUALIZADA (a)";"ReceitasIntraOrcamentariasTotal";"RECEITAS (INTRA-ORÇAMENTÁRIAS) (II)";37576969337
"302";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"No Bimestre (b)";"ReceitasIntraOrcamentariasTotal";"RECEITAS (INTRA-ORÇAMENTÁRIAS) (II)";5123117349,51
"303";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"% (b/a)";"ReceitasIntraOrcamentariasTotal";"RECEITAS (INTRA-ORÇAMENTÁRIAS) (II)";13,63
"304";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"Até o Bimestre (c)";"ReceitasIntraOrcamentariasTotal";"RECEITAS (INTRA-ORÇAMENTÁRIAS) (II)";5123117351
"305";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"% (c/a)";"ReceitasIntraOrcamentariasTotal";"RECEITAS (INTRA-ORÇAMENTÁRIAS) (II)";13,63
"306";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"SALDO (a-c)";"ReceitasIntraOrcamentariasTotal";"RECEITAS (INTRA-ORÇAMENTÁRIAS) (II)";32453851986
"307";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO INICIAL";"SubtotalDasReceitas";"SUBTOTAL DAS RECEITAS (III) = (I + II)";2469023473573
"308";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO ATUALIZADA (a)";"SubtotalDasReceitas";"SUBTOTAL DAS RECEITAS (III) = (I + II)";2469023473573
"309";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"No Bimestre (b)";"SubtotalDasReceitas";"SUBTOTAL DAS RECEITAS (III) = (I + II)";401293729926,95
"310";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"% (b/a)";"SubtotalDasReceitas";"SUBTOTAL DAS RECEITAS (III) = (I + II)";16,25
"311";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"Até o Bimestre (c)";"SubtotalDasReceitas";"SUBTOTAL DAS RECEITAS (III) = (I + II)";401293729936
"312";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"% (c/a)";"SubtotalDasReceitas";"SUBTOTAL DAS RECEITAS (III) = (I + II)";16,25
"313";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"SALDO (a-c)";"SubtotalDasReceitas";"SUBTOTAL DAS RECEITAS (III) = (I + II)";2067729743637
"314";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO INICIAL";"OperacoesDeCreditoRefinanciamento";"OPERAÇÕES DE CRÉDITO/REFINANCIAMENTO (IV)";946407726665
"315";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO ATUALIZADA (a)";"OperacoesDeCreditoRefinanciamento";"OPERAÇÕES DE CRÉDITO/REFINANCIAMENTO (IV)";946407726665
"316";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"No Bimestre (b)";"OperacoesDeCreditoRefinanciamento";"OPERAÇÕES DE CRÉDITO/REFINANCIAMENTO (IV)";159962099444,51
"317";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"% (b/a)";"OperacoesDeCreditoRefinanciamento";"OPERAÇÕES DE CRÉDITO/REFINANCIAMENTO (IV)";16,9
"318";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"Até o Bimestre (c)";"OperacoesDeCreditoRefinanciamento";"OPERAÇÕES DE CRÉDITO/REFINANCIAMENTO (IV)";159962099445
"319";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"% (c/a)";"OperacoesDeCreditoRefinanciamento";"OPERAÇÕES DE CRÉDITO/REFINANCIAMENTO (IV)";16,9
"320";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"SALDO (a-c)";"OperacoesDeCreditoRefinanciamento";"OPERAÇÕES DE CRÉDITO/REFINANCIAMENTO (IV)";786445627220
"321";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO INICIAL";"OperacoesDeCreditoInternasRefinanciamento";"Operações de Crédito - Mercado Interno";925084468997
"322";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO ATUALIZADA (a)";"OperacoesDeCreditoInternasRefinanciamento";"Operações de Crédito - Mercado Interno";925084468997
"323";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"No Bimestre (b)";"OperacoesDeCreditoInternasRefinanciamento";"Operações de Crédito - Mercado Interno";159962099444,51
"324";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"% (b/a)";"OperacoesDeCreditoInternasRefinanciamento";"Operações de Crédito - Mercado Interno";17,29
"325";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"Até o Bimestre (c)";"OperacoesDeCreditoInternasRefinanciamento";"Operações de Crédito - Mercado Interno";159962099445
"326";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"% (c/a)";"OperacoesDeCreditoInternasRefinanciamento";"Operações de Crédito - Mercado Interno";17,29
"327";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"SALDO (a-c)";"OperacoesDeCreditoInternasRefinanciamento";"Operações de Crédito - Mercado Interno";765122369552
"328";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO INICIAL";"OperacoesDeCreditoInternasRefinanciamentoMobiliaria";"Mobiliária";925084468997
"329";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO ATUALIZADA (a)";"OperacoesDeCreditoInternasRefinanciamentoMobiliaria";"Mobiliária";925084468997
"330";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"No Bimestre (b)";"OperacoesDeCreditoInternasRefinanciamentoMobiliaria";"Mobiliária";159962099444,51
"331";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"% (b/a)";"OperacoesDeCreditoInternasRefinanciamentoMobiliaria";"Mobiliária";17,29
"332";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"Até o Bimestre (c)";"OperacoesDeCreditoInternasRefinanciamentoMobiliaria";"Mobiliária";159962099445
"333";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"% (c/a)";"OperacoesDeCreditoInternasRefinanciamentoMobiliaria";"Mobiliária";17,29
"334";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"SALDO (a-c)";"OperacoesDeCreditoInternasRefinanciamentoMobiliaria";"Mobiliária";765122369552
"335";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO INICIAL";"OperacoesDeCreditoExternasRefinanciamento";"Operações de Crédito - Mercado Externo";21323257668
"336";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO ATUALIZADA (a)";"OperacoesDeCreditoExternasRefinanciamento";"Operações de Crédito - Mercado Externo";21323257668
"337";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"SALDO (a-c)";"OperacoesDeCreditoExternasRefinanciamento";"Operações de Crédito - Mercado Externo";21323257668
"338";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO INICIAL";"OperacoesDeCreditoExternasRefinanciamentoMobiliaria";"Mobiliária";21323257668
"339";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO ATUALIZADA (a)";"OperacoesDeCreditoExternasRefinanciamentoMobiliaria";"Mobiliária";21323257668
"340";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"SALDO (a-c)";"OperacoesDeCreditoExternasRefinanciamentoMobiliaria";"Mobiliária";21323257668
"341";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO INICIAL";"SubtotalReceitasComRefinanciamento";"SUBTOTAL COM REFINANCIAMENTO (V) = (III + IV)";3415431200238
"342";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO ATUALIZADA (a)";"SubtotalReceitasComRefinanciamento";"SUBTOTAL COM REFINANCIAMENTO (V) = (III + IV)";3415431200238
"343";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"No Bimestre (b)";"SubtotalReceitasComRefinanciamento";"SUBTOTAL COM REFINANCIAMENTO (V) = (III + IV)";561255829371,46
"344";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"% (b/a)";"SubtotalReceitasComRefinanciamento";"SUBTOTAL COM REFINANCIAMENTO (V) = (III + IV)";16,43
"345";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"Até o Bimestre (c)";"SubtotalReceitasComRefinanciamento";"SUBTOTAL COM REFINANCIAMENTO (V) = (III + IV)";561255829381
"346";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"% (c/a)";"SubtotalReceitasComRefinanciamento";"SUBTOTAL COM REFINANCIAMENTO (V) = (III + IV)";16,43
"347";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"SALDO (a-c)";"SubtotalReceitasComRefinanciamento";"SUBTOTAL COM REFINANCIAMENTO (V) = (III + IV)";2854175370857
"348";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO ATUALIZADA (a)";"AjustesNaPrevisaoAtualizada";"AJUSTES NA PREVISÃO ATUALIZADA (VI)";35204103
"349";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"Até o Bimestre (c)";"Deficit";"DÉFICIT (VII)";54942707291
"350";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO INICIAL";"TotalReceitas";"TOTAL (VIII) = (V + VI + VII)";3415431200238
"351";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO ATUALIZADA (a)";"TotalReceitas";"TOTAL (VIII) = (V + VI + VII)";3415466404341
"352";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"No Bimestre (b)";"TotalReceitas";"TOTAL (VIII) = (V + VI + VII)";561255829371,46
"353";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"% (b/a)";"TotalReceitas";"TOTAL (VIII) = (V + VI + VII)";16,43
"354";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"Até o Bimestre (c)";"TotalReceitas";"TOTAL (VIII) = (V + VI + VII)";616198536672
"355";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"% (c/a)";"TotalReceitas";"TOTAL (VIII) = (V + VI + VII)";18,04
"356";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"SALDO (a-c)";"TotalReceitas";"TOTAL (VIII) = (V + VI + VII)";2799267867669
"357";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO ATUALIZADA (a)";"CreditosAdicionaisAbertosComSuperavitFinanceiro";"Créditos Adicionais Abertos com Superávit Financeiro";34687438
"358";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"PREVISÃO ATUALIZADA (a)";"CreditosAdicionaisAbertosComExcessoDeArrecadacao";"Créditos Adicionais Abertos com Excesso de Arrecadação";516665
"359";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"DOTAÇÃO INICIAL (d)";"DespesasExcetoIntraOrcamentarias";"DESPESAS (EXCETO INTRA-ORÇAMENTÁRIAS) (IX)";2443784447004
"360";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"DOTAÇÃO ATUALIZADA (e)";"DespesasExcetoIntraOrcamentarias";"DESPESAS (EXCETO INTRA-ORÇAMENTÁRIAS) (IX)";2443819651107
"361";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"No Bimestre";"DespesasExcetoIntraOrcamentarias";"DESPESAS (EXCETO INTRA-ORÇAMENTÁRIAS) (IX)";1402457398129,86
"362";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"Até o Bimestre (f)";"DespesasExcetoIntraOrcamentarias";"DESPESAS (EXCETO INTRA-ORÇAMENTÁRIAS) (IX)";1402457398130
"363";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"SALDO (g) = (e-f)";"DespesasExcetoIntraOrcamentarias";"DESPESAS (EXCETO INTRA-ORÇAMENTÁRIAS) (IX)";1041362252977
"364";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"No Bimestre";"DespesasExcetoIntraOrcamentarias";"DESPESAS (EXCETO INTRA-ORÇAMENTÁRIAS) (IX)";372775826851,29
"365";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"Até o Bimestre (h)";"DespesasExcetoIntraOrcamentarias";"DESPESAS (EXCETO INTRA-ORÇAMENTÁRIAS) (IX)";372775826851
"366";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"SALDO (i) = (e-h)";"DespesasExcetoIntraOrcamentarias";"DESPESAS (EXCETO INTRA-ORÇAMENTÁRIAS) (IX)";2071043824256
"367";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"DESPESAS PAGAS ATÉ O BIMESTRE (j)";"DespesasExcetoIntraOrcamentarias";"DESPESAS (EXCETO INTRA-ORÇAMENTÁRIAS) (IX)";350940481950
"368";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"DOTAÇÃO INICIAL (d)";"DespesasCorrentes";"DESPESAS CORRENTES";1814654422203
"369";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"DOTAÇÃO ATUALIZADA (e)";"DespesasCorrentes";"DESPESAS CORRENTES";1815910757412
"370";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"No Bimestre";"DespesasCorrentes";"DESPESAS CORRENTES";1239555230016,37
"371";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"Até o Bimestre (f)";"DespesasCorrentes";"DESPESAS CORRENTES";1239555230017
"372";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"SALDO (g) = (e-f)";"DespesasCorrentes";"DESPESAS CORRENTES";576355527395
"373";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"No Bimestre";"DespesasCorrentes";"DESPESAS CORRENTES";253366432683,65
"374";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"Até o Bimestre (h)";"DespesasCorrentes";"DESPESAS CORRENTES";253366432683
"375";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"SALDO (i) = (e-h)";"DespesasCorrentes";"DESPESAS CORRENTES";1562544324729
"376";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"DESPESAS PAGAS ATÉ O BIMESTRE (j)";"DespesasCorrentes";"DESPESAS CORRENTES";231601061612
"377";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"DOTAÇÃO INICIAL (d)";"PessoalEEncargosSociais";"PESSOAL E ENCARGOS SOCIAIS";282819862287
"378";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"DOTAÇÃO ATUALIZADA (e)";"PessoalEEncargosSociais";"PESSOAL E ENCARGOS SOCIAIS";285736795975
"379";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"No Bimestre";"PessoalEEncargosSociais";"PESSOAL E ENCARGOS SOCIAIS";179671009782,48
"380";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"Até o Bimestre (f)";"PessoalEEncargosSociais";"PESSOAL E ENCARGOS SOCIAIS";179671009782
"381";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"SALDO (g) = (e-f)";"PessoalEEncargosSociais";"PESSOAL E ENCARGOS SOCIAIS";106065786193
"382";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"No Bimestre";"PessoalEEncargosSociais";"PESSOAL E ENCARGOS SOCIAIS";44258090659,4
"383";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"Até o Bimestre (h)";"PessoalEEncargosSociais";"PESSOAL E ENCARGOS SOCIAIS";44258090659
"384";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"SALDO (i) = (e-h)";"PessoalEEncargosSociais";"PESSOAL E ENCARGOS SOCIAIS";241478705316
"385";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"DESPESAS PAGAS ATÉ O BIMESTRE (j)";"PessoalEEncargosSociais";"PESSOAL E ENCARGOS SOCIAIS";42997252213
"386";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"DOTAÇÃO INICIAL (d)";"JurosEEncargosDaDivida";"JUROS E ENCARGOS DA DÍVIDA";339076867761
"387";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"DOTAÇÃO ATUALIZADA (e)";"JurosEEncargosDaDivida";"JUROS E ENCARGOS DA DÍVIDA";339076867761
"388";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"No Bimestre";"JurosEEncargosDaDivida";"JUROS E ENCARGOS DA DÍVIDA";93879203620,52
"389";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"Até o Bimestre (f)";"JurosEEncargosDaDivida";"JUROS E ENCARGOS DA DÍVIDA";93879203621
"390";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"SALDO (g) = (e-f)";"JurosEEncargosDaDivida";"JUROS E ENCARGOS DA DÍVIDA";245197664140
"391";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"No Bimestre";"JurosEEncargosDaDivida";"JUROS E ENCARGOS DA DÍVIDA";41901022559,11
"392";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"Até o Bimestre (h)";"JurosEEncargosDaDivida";"JUROS E ENCARGOS DA DÍVIDA";41901022559
"393";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"SALDO (i) = (e-h)";"JurosEEncargosDaDivida";"JUROS E ENCARGOS DA DÍVIDA";297175845202
"394";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"DESPESAS PAGAS ATÉ O BIMESTRE (j)";"JurosEEncargosDaDivida";"JUROS E ENCARGOS DA DÍVIDA";41901022559
"395";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"DOTAÇÃO INICIAL (d)";"OutrasDespesasCorrentes";"OUTRAS DESPESAS CORRENTES";1192757692155
"396";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"DOTAÇÃO ATUALIZADA (e)";"OutrasDespesasCorrentes";"OUTRAS DESPESAS CORRENTES";1191097093676
"397";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"No Bimestre";"OutrasDespesasCorrentes";"OUTRAS DESPESAS CORRENTES";966005016613,37
"398";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"Até o Bimestre (f)";"OutrasDespesasCorrentes";"OUTRAS DESPESAS CORRENTES";966005016614
"399";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"SALDO (g) = (e-f)";"OutrasDespesasCorrentes";"OUTRAS DESPESAS CORRENTES";225092077062
"400";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"No Bimestre";"OutrasDespesasCorrentes";"OUTRAS DESPESAS CORRENTES";167207319465,14
"401";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"Até o Bimestre (h)";"OutrasDespesasCorrentes";"OUTRAS DESPESAS CORRENTES";167207319465
"402";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"SALDO (i) = (e-h)";"OutrasDespesasCorrentes";"OUTRAS DESPESAS CORRENTES";1023889774211
"403";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"DESPESAS PAGAS ATÉ O BIMESTRE (j)";"OutrasDespesasCorrentes";"OUTRAS DESPESAS CORRENTES";146702786840
"404";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"DOTAÇÃO INICIAL (d)";"TransferenciasAEstadosDistritoFederalEMunicipios";"Transferências a Estados, Distrito Federal e Municípios";324434196485
"405";2017;"RREO";1;"B";"Governo Federal";1;"BR";NA;"RREO-Anexo 01";NA;"DOTAÇÃO ATUALIZADA (e)";"TransferenciasAEstadosDistritoFederalEMunicipios";"Transferências a Estados, Distrito Federal e Municípios";324401643663
